en_word,target_word,lang,en_senses,target_senses,shared_senses,similarity,category
touch,toucher,fr,1,1,1,0.8848406076431274,Monosemous-Shared
transmission,transmission,fr,1,1,1,0.9999998807907104,Monosemous-Shared
bowling,bowling,fr,2,2,2,1.0,Polysemous-Full
exit,sortie,fr,1,3,1,0.5966370105743408,Polysemous-Partial
click,cliquer,fr,1,1,1,0.8632140755653381,Monosemous-Shared
arrest,arrestation,fr,1,1,1,0.9927961826324463,Monosemous-Shared
conversion,conversion,fr,1,1,1,1.0,Monosemous-Shared
mechanism,mécanisme,fr,1,1,1,0.914993941783905,Monosemous-Shared
pitch,lancer,fr,2,1,1,0.541890561580658,Polysemous-Partial
bull,taureau,fr,1,1,1,0.5113685727119446,Monosemous-Shared
liberation,libération,fr,1,1,1,0.9359211921691895,Monosemous-Shared
departure,départ,fr,1,2,1,0.7801766991615295,Polysemous-Partial
mistake,erreur,fr,1,2,1,0.9590262770652771,Polysemous-Partial
confusion,confusion,fr,1,1,1,1.0,Monosemous-Shared
immigration,immigration,fr,1,1,1,1.0,Monosemous-Shared
recovery,recouvrement,fr,1,1,1,0.7130286693572998,Monosemous-Shared
recovery,récupération,fr,1,1,1,0.8667283058166504,Monosemous-Shared
succession,succession,fr,1,1,1,1.0,Monosemous-Shared
throw,jeter,fr,1,1,1,0.3873099088668823,Monosemous-Shared
rally,rassemblement,fr,1,1,1,0.7962619662284851,Monosemous-Shared
execution,exécution,fr,1,2,1,0.9004547595977783,Polysemous-Partial
entity,entité,fr,1,1,1,0.6115545630455017,Monosemous-Shared
fauna,faune,fr,1,1,1,0.8152304291725159,Monosemous-Shared
registration,inscription,fr,1,1,1,0.46842777729034424,Monosemous-Shared
registration,enregistrement,fr,1,1,1,0.6593071818351746,Monosemous-Shared
registration,immatriculation,fr,1,1,1,0.6147924661636353,Monosemous-Shared
impression,impression,fr,1,1,1,1.0,Monosemous-Shared
phenomenon,phénomène,fr,1,1,1,0.9195515513420105,Monosemous-Shared
acquisition,acquisition,fr,1,3,1,1.0,Polysemous-Partial
interchange,échangeur,fr,1,1,1,0.6920122504234314,Monosemous-Shared
feat,exploit,fr,1,1,1,0.4520970582962036,Monosemous-Shared
feat,prouesse,fr,1,1,0,0.5814970135688782,Monosemous-Shared
mechanics,mécanique,fr,1,1,1,0.9420037865638733,Monosemous-Shared
surrender,capitulation,fr,1,1,1,0.5137635469436646,Monosemous-Shared
surrender,reddition,fr,1,1,1,0.6584755778312683,Monosemous-Shared
substance,substance,fr,2,1,0,0.9999998807907104,Polysemous-Partial
curve,courbe,fr,1,1,1,0.48776745796203613,Monosemous-Shared
retreat,retraite,fr,3,1,1,0.5424248576164246,Polysemous-Partial
fault,faute,fr,1,2,1,0.8794237971305847,Polysemous-Partial
assumption,hypothèse,fr,2,1,1,0.8526990413665771,Polysemous-Partial
smoke,fumer,fr,1,1,1,0.9604682922363281,Monosemous-Shared
smoke,fumée,fr,1,1,1,0.9808186888694763,Monosemous-Shared
propulsion,propulsion,fr,1,1,1,1.0,Monosemous-Shared
acceptance,acceptation,fr,1,1,1,0.9902721047401428,Monosemous-Shared
adoption,adoption,fr,1,1,1,1.0,Monosemous-Shared
jumping,sauter,fr,1,1,0,0.5965646505355835,Monosemous-Shared
jumping,saut,fr,1,2,1,0.7663349509239197,Polysemous-Partial
quantity,quantité,fr,1,1,1,0.8401936292648315,Monosemous-Shared
bullet,balle,fr,1,2,1,0.5159720182418823,Polysemous-Partial
beast,bête,fr,1,1,1,0.5475203394889832,Monosemous-Shared
placement,placement,fr,1,1,1,1.0,Monosemous-Shared
withdrawal,sevrage,fr,1,1,1,0.44044411182403564,Monosemous-Shared
withdrawal,retrait,fr,1,1,1,0.6792451739311218,Monosemous-Shared
creature,créature,fr,1,1,1,0.932266354560852,Monosemous-Shared
buying,achat,fr,1,3,1,0.9670454859733582,Polysemous-Partial
auction,enchère,fr,1,1,1,0.4234657287597656,Monosemous-Shared
vault,voûte,fr,1,1,1,0.7434425354003906,Monosemous-Shared
launching,lancement,fr,2,2,2,0.8417330980300903,Polysemous-Full
motivation,motivation,fr,2,2,2,0.9999998807907104,Polysemous-Full
inheritance,héritage,fr,1,1,1,0.7176970839500427,Monosemous-Shared
collar,collier,fr,1,1,1,0.6009601950645447,Monosemous-Shared
collar,col,fr,1,1,1,0.48699402809143066,Monosemous-Shared
advent,avènement,fr,1,1,1,0.7023652791976929,Monosemous-Shared
purchasing,achats,fr,1,1,0,0.9480276703834534,Monosemous-Shared
purchasing,achat,fr,1,3,1,0.9521957635879517,Polysemous-Partial
emergence,émergence,fr,2,2,2,0.8421840667724609,Polysemous-Full
attribute,attribut,fr,1,1,1,0.9873164892196655,Monosemous-Shared
skip,saut,fr,1,2,0,0.627034604549408,Polysemous-Partial
skip,sauter,fr,1,1,0,0.5759087800979614,Monosemous-Shared
brush,brosse,fr,1,1,1,0.5185209512710571,Monosemous-Shared
addiction,dépendance,fr,1,1,1,0.9212846159934998,Monosemous-Shared
evacuation,évacuation,fr,1,1,1,0.9238905310630798,Monosemous-Shared
farewell,adieu,fr,1,1,1,0.9487798810005188,Monosemous-Shared
farewell,adieux,fr,1,1,0,0.9165042042732239,Monosemous-Shared
disappearance,disparition,fr,1,1,1,0.7464969754219055,Monosemous-Shared
leap,saut,fr,1,2,1,0.7455056309700012,Polysemous-Partial
organism,organisme,fr,1,1,1,0.9712317585945129,Monosemous-Shared
grouping,groupement,fr,1,1,1,0.9579759836196899,Monosemous-Shared
motive,motif,fr,1,1,1,0.637110710144043,Monosemous-Shared
traction,traction,fr,1,3,1,1.0,Polysemous-Partial
frustration,frustration,fr,1,1,1,1.0,Monosemous-Shared
touching,toucher,fr,1,1,1,0.7295992970466614,Monosemous-Shared
automation,automatisation,fr,1,1,1,0.910821259021759,Monosemous-Shared
exodus,exode,fr,1,1,1,0.7744387984275818,Monosemous-Shared
climax,orgasme,fr,1,1,1,0.6854186654090881,Monosemous-Shared
deed,acte,fr,1,1,1,0.5353603959083557,Monosemous-Shared
deception,déception,fr,1,1,0,0.8946579098701477,Monosemous-Shared
ransom,rançon,fr,1,1,1,0.8235892057418823,Monosemous-Shared
annexation,annexion,fr,1,1,1,0.9912099838256836,Monosemous-Shared
disappointment,déception,fr,1,1,1,0.709598958492279,Monosemous-Shared
distortion,déformation,fr,1,1,1,0.5443986654281616,Monosemous-Shared
distortion,distorsion,fr,1,1,1,0.9947047233581543,Monosemous-Shared
exploit,exploit,fr,1,1,1,1.0,Monosemous-Shared
salvage,récupération,fr,2,1,0,0.855884313583374,Polysemous-Partial
salvage,sauvetage,fr,2,3,2,0.7282703518867493,Polysemous-Partial
recession,récession,fr,1,1,1,0.9974168539047241,Monosemous-Shared
impulse,impulsion,fr,1,1,1,0.9313296675682068,Monosemous-Shared
emigration,émigration,fr,1,1,1,0.970874547958374,Monosemous-Shared
redemption,rédemption,fr,2,3,2,0.6686477661132812,Polysemous-Partial
dispatch,expédition,fr,1,1,1,0.44241833686828613,Monosemous-Shared
seizure,saisie,fr,2,4,2,0.43438470363616943,Polysemous-Partial
realization,réalisation,fr,1,3,1,0.7923349142074585,Polysemous-Partial
evasion,évasion,fr,1,2,1,0.7077462077140808,Polysemous-Partial
disposition,aliénation,fr,1,1,0,0.5386050939559937,Monosemous-Shared
disposition,disposition,fr,1,1,1,1.0,Monosemous-Shared
maneuver,manœuvre,fr,1,1,1,0.8487512469291687,Monosemous-Shared
capitalization,capitalisation,fr,1,1,1,0.9758211374282837,Monosemous-Shared
artifact,artefact,fr,1,1,1,0.9935855269432068,Monosemous-Shared
kindness,amabilité,fr,1,1,1,0.7512875199317932,Monosemous-Shared
abstraction,abstraction,fr,1,1,1,1.0,Monosemous-Shared
breakout,évasion,fr,1,2,0,0.5474278330802917,Polysemous-Partial
abandonment,abandon,fr,2,2,2,0.9216689467430115,Polysemous-Full
improvisation,improvisation,fr,1,1,1,1.0,Monosemous-Shared
omission,omission,fr,1,1,1,1.0,Monosemous-Shared
accomplishment,accomplissement,fr,1,1,1,0.7671562433242798,Monosemous-Shared
spit,cracher,fr,1,1,1,0.46058541536331177,Monosemous-Shared
shipment,expédition,fr,1,1,1,0.5530358552932739,Monosemous-Shared
disappearing,disparition,fr,1,1,1,0.7856836915016174,Monosemous-Shared
blockbuster,blockbuster,fr,1,1,1,1.0,Monosemous-Shared
receipt,réception,fr,1,1,1,0.5795199871063232,Monosemous-Shared
receipt,reçu,fr,1,1,1,0.6076852083206177,Monosemous-Shared
receipt,récépissé,fr,1,1,1,0.35571038722991943,Monosemous-Shared
appropriation,appropriation,fr,1,1,1,1.0,Monosemous-Shared
vanishing,disparition,fr,1,1,0,0.7865052819252014,Monosemous-Shared
stain,tache,fr,1,1,1,0.5123496651649475,Monosemous-Shared
vomiting,vomir,fr,1,1,1,0.9718313217163086,Monosemous-Shared
intrusion,intrusion,fr,1,1,1,0.9999998807907104,Monosemous-Shared
rounding,arrondi,fr,1,1,1,0.6409911513328552,Monosemous-Shared
fulfillment,accomplissement,fr,1,1,0,0.7111716866493225,Monosemous-Shared
occupancy,occupation,fr,1,1,1,0.4568675756454468,Monosemous-Shared
rallying,ralliement,fr,1,1,1,0.9404523968696594,Monosemous-Shared
alienation,aliénation,fr,1,1,1,0.5173237919807434,Monosemous-Shared
repatriation,rapatriement,fr,1,1,1,0.8538385033607483,Monosemous-Shared
discard,jeter,fr,2,1,0,0.5582906007766724,Polysemous-Partial
restitution,restitution,fr,1,1,1,1.0,Monosemous-Shared
atonement,expiation,fr,1,1,1,0.46923935413360596,Monosemous-Shared
capitulation,capitulation,fr,1,1,1,1.0,Monosemous-Shared
ejection,éjection,fr,1,1,1,0.9615725874900818,Monosemous-Shared
capitalisation,capitalisation,fr,1,1,1,1.0,Monosemous-Shared
defection,désertion,fr,1,1,1,0.5953785181045532,Monosemous-Shared
apparition,apparition,fr,1,2,1,1.0,Polysemous-Partial
juggling,jongler,fr,1,1,1,0.8889428973197937,Monosemous-Shared
naturalization,naturalisation,fr,1,1,1,0.9510354399681091,Monosemous-Shared
confiscation,confiscation,fr,1,2,1,1.0,Polysemous-Partial
spitting,cracher,fr,1,1,1,0.43317854404449463,Monosemous-Shared
manoeuvre,manœuvrer,fr,1,1,1,0.7634294033050537,Monosemous-Shared
manoeuvre,manœuvre,fr,1,1,1,0.7141405940055847,Monosemous-Shared
orgasm,orgasme,fr,1,1,1,0.993520975112915,Monosemous-Shared
realisation,réalisation,fr,1,3,1,0.6584169268608093,Polysemous-Partial
remission,rémission,fr,1,1,1,0.9658008217811584,Monosemous-Shared
desertion,désertion,fr,1,1,1,0.7614704966545105,Monosemous-Shared
vomit,vomir,fr,1,1,1,0.9785519242286682,Monosemous-Shared
transposition,transposition,fr,1,1,1,1.0,Monosemous-Shared
equalization,égalisation,fr,1,1,1,0.6045690774917603,Monosemous-Shared
blush,rougir,fr,1,1,1,0.48885178565979004,Monosemous-Shared
enslavement,asservissement,fr,1,1,1,0.6450321674346924,Monosemous-Shared
blot,blot,fr,1,1,1,1.0,Monosemous-Shared
artefact,artefact,fr,1,1,1,1.0,Monosemous-Shared
fulfilment,accomplissement,fr,1,1,0,0.790034830570221,Monosemous-Shared
expropriation,expropriation,fr,1,1,1,1.0,Monosemous-Shared
lob,lob,fr,1,1,1,1.0,Monosemous-Shared
recidivism,récidive,fr,1,1,1,0.7577323317527771,Monosemous-Shared
exhumation,exhumation,fr,1,1,1,1.0,Monosemous-Shared
jailbreak,jailbreak,fr,1,1,1,1.0,Monosemous-Shared
naturalisation,naturalisation,fr,1,1,1,0.9999999403953552,Monosemous-Shared
juggle,jongler,fr,1,1,1,0.9021832942962646,Monosemous-Shared
boner,trique,fr,1,1,1,0.5516544580459595,Monosemous-Shared
gaffe,gaffe,fr,1,1,1,1.0,Monosemous-Shared
burp,rot,fr,1,1,1,0.496429979801178,Monosemous-Shared
rumination,rumination,fr,1,1,1,1.0,Monosemous-Shared
computerization,informatisation,fr,1,1,1,0.6690347790718079,Monosemous-Shared
expiation,expiation,fr,1,1,1,1.0,Monosemous-Shared
equalisation,égalisation,fr,1,1,1,0.6123527884483337,Monosemous-Shared
article,artículo,es,1,1,1,0.9627728462219238,Monosemous-Shared
time,tiempo,es,1,1,1,0.9785577654838562,Monosemous-Shared
state,estado,es,1,1,1,0.9843930602073669,Monosemous-Shared
being,ser,es,1,2,1,0.794434666633606,Polysemous-Partial
group,grupo,es,1,1,1,0.9930569529533386,Monosemous-Shared
life,vida,es,1,1,1,0.9720231294631958,Monosemous-Shared
service,servicio,es,1,1,1,0.9667481184005737,Monosemous-Shared
record,registro,es,2,1,0,0.7792697548866272,Polysemous-Partial
need,necesidad,es,1,1,1,0.9353224635124207,Monosemous-Shared
form,forma,es,1,1,1,0.8080853819847107,Monosemous-Shared
find,hallazgo,es,1,1,1,0.5436338782310486,Monosemous-Shared
press,prensa,es,1,1,1,0.9644222259521484,Monosemous-Shared
act,acto,es,1,2,1,0.9108185172080994,Polysemous-Partial
person,persona,es,1,1,1,0.9760124683380127,Monosemous-Shared
location,lugar,es,1,1,1,0.8710571527481079,Monosemous-Shared
event,evento,es,1,1,1,0.9903391599655151,Monosemous-Shared
action,acción,es,1,2,1,0.9787184000015259,Polysemous-Partial
space,espacio,es,1,1,1,0.9127201437950134,Monosemous-Shared
process,proceso,es,1,1,1,0.992124080657959,Monosemous-Shared
release,liberación,es,1,2,1,0.5742356181144714,Polysemous-Partial
release,lanzamiento,es,1,2,0,0.7011433243751526,Polysemous-Partial
someone,alguien,es,1,1,1,0.9439077973365784,Monosemous-Shared
performance,rendimiento,es,2,1,1,0.8958303928375244,Polysemous-Partial
performance,desempeño,es,2,1,1,0.9484411478042603,Polysemous-Partial
return,devolución,es,3,1,1,0.7842164039611816,Polysemous-Partial
return,regreso,es,3,1,1,0.8323591351509094,Polysemous-Partial
return,vuelta,es,3,1,1,0.47291600704193115,Polysemous-Partial
mark,marca,es,1,1,0,0.7068008780479431,Monosemous-Shared
individual,individuo,es,1,1,1,0.9608038663864136,Monosemous-Shared
unit,unidad,es,1,1,1,0.704562246799469,Monosemous-Shared
food,alimento,es,1,1,1,0.9919975399971008,Monosemous-Shared
food,comida,es,1,1,1,0.9854750037193298,Monosemous-Shared
thing,cosa,es,2,3,2,0.8550999164581299,Polysemous-Partial
success,éxito,es,1,2,1,0.9879481196403503,Polysemous-Partial
matter,materia,es,1,1,1,0.9080143570899963,Monosemous-Shared
occupation,ocupación,es,1,1,1,0.9481733441352844,Monosemous-Shared
plant,planta,es,1,1,1,0.9687458276748657,Monosemous-Shared
pass,pase,es,2,1,1,0.5920054912567139,Polysemous-Partial
fall,caída,es,2,3,1,0.9424905180931091,Polysemous-Partial
appearance,aparición,es,1,2,1,0.7487483620643616,Polysemous-Partial
entry,entrada,es,1,2,1,0.8618178367614746,Polysemous-Partial
loss,pérdida,es,1,1,1,0.9695476293563843,Monosemous-Shared
cause,causa,es,1,1,1,0.9179661273956299,Monosemous-Shared
knowledge,conocimiento,es,1,1,1,0.9953199625015259,Monosemous-Shared
amount,cantidad,es,1,1,1,0.8680959939956665,Monosemous-Shared
ball,bola,es,1,1,1,0.5121710300445557,Monosemous-Shared
heritage,patrimonio,es,1,1,1,0.9012118577957153,Monosemous-Shared
heritage,herencia,es,1,1,1,0.766356885433197,Monosemous-Shared
pressure,presión,es,1,1,1,0.9958178400993347,Monosemous-Shared
grant,subvención,es,1,1,1,0.6213573813438416,Monosemous-Shared
cell,célula,es,1,1,1,0.9836541414260864,Monosemous-Shared
contact,contacto,es,1,2,1,0.9741063714027405,Polysemous-Partial
animal,animal,es,1,1,1,1.0,Monosemous-Shared
object,objeto,es,1,1,1,0.9839075207710266,Monosemous-Shared
credit,crédito,es,2,2,2,0.9920750856399536,Polysemous-Full
communication,comunicación,es,1,1,1,0.9964130520820618,Monosemous-Shared
failure,fracaso,es,2,2,1,0.9771720170974731,Polysemous-Partial
failure,fallo,es,2,1,0,0.9118562340736389,Polysemous-Partial
magic,magia,es,1,1,1,0.9831827282905579,Monosemous-Shared
launch,lanzamiento,es,1,2,1,0.6493259072303772,Polysemous-Partial
escape,fuga,es,1,4,1,0.8358076214790344,Polysemous-Partial
escape,escape,es,1,2,0,1.0,Polysemous-Partial
shape,forma,es,1,1,1,0.7434056997299194,Monosemous-Shared
flora,flora,es,1,1,1,1.0,Monosemous-Shared
soul,alma,es,1,1,1,0.8230098485946655,Monosemous-Shared
entrance,entrada,es,1,2,1,0.8791333436965942,Polysemous-Partial
discovery,descubrimiento,es,1,1,1,0.9908146262168884,Monosemous-Shared
error,error,es,2,1,1,1.0,Polysemous-Partial
measure,medida,es,1,1,1,0.9664216041564941,Monosemous-Shared
rescue,rescate,es,1,2,1,0.922147810459137,Polysemous-Partial
rescue,salvamento,es,1,1,1,0.8114083409309387,Monosemous-Shared
hop,salto,es,1,3,0,0.7897757291793823,Polysemous-Partial
purchase,compra,es,1,3,1,0.9367149472236633,Polysemous-Partial
purchase,adquisición,es,1,4,1,0.7836571335792542,Polysemous-Partial
reception,recepción,es,1,1,1,0.9693869352340698,Monosemous-Shared
interpretation,interpretación,es,1,1,1,0.8763165473937988,Monosemous-Shared
restoration,restauración,es,1,1,1,0.9814998507499695,Monosemous-Shared
relation,relación,es,2,1,1,0.8777927160263062,Polysemous-Partial
arrival,llegada,es,2,3,2,0.9540213346481323,Polysemous-Partial
interaction,interacción,es,1,2,1,0.9880784749984741,Polysemous-Partial
achievement,logro,es,1,5,1,0.9718202948570251,Polysemous-Partial
jump,salto,es,1,3,1,0.9460828304290771,Polysemous-Partial
trading,comercio,es,1,1,1,0.8482942581176758,Monosemous-Shared
feeling,sensación,es,1,1,1,0.913348913192749,Monosemous-Shared
feeling,sentimiento,es,1,1,1,0.9584605097770691,Monosemous-Shared
transmission,transmisión,es,1,1,1,0.9782828092575073,Monosemous-Shared
exit,salida,es,1,3,1,0.7985092997550964,Polysemous-Partial
click,clic,es,1,1,1,0.9057180881500244,Monosemous-Shared
arrest,detención,es,1,1,1,0.8988295793533325,Monosemous-Shared
conversion,conversión,es,1,1,1,0.9284048080444336,Monosemous-Shared
mechanism,mecanismo,es,1,1,1,0.9470940232276917,Monosemous-Shared
liberation,liberación,es,1,2,1,0.9406517744064331,Polysemous-Partial
default,omisión,es,1,1,0,0.4725918769836426,Monosemous-Shared
departure,partida,es,1,2,1,0.5441499352455139,Polysemous-Partial
departure,salida,es,1,3,1,0.7762491106987,Polysemous-Partial
mistake,equivocación,es,1,1,0,0.8869096040725708,Monosemous-Shared
mistake,error,es,1,1,1,0.7728991508483887,Monosemous-Shared
confusion,confusión,es,1,1,1,0.9788479208946228,Monosemous-Shared
possession,posesión,es,1,1,1,0.9188885688781738,Monosemous-Shared
immigration,inmigración,es,1,1,1,0.9869817495346069,Monosemous-Shared
recovery,recuperación,es,1,4,1,0.9840736985206604,Polysemous-Partial
succession,sucesión,es,1,1,1,0.5684673190116882,Monosemous-Shared
delivery,entrega,es,3,1,1,0.9231457710266113,Polysemous-Partial
somebody,alguien,es,1,1,1,0.9448586702346802,Monosemous-Shared
execution,ejecución,es,1,2,1,0.8933924436569214,Polysemous-Partial
entity,entidad,es,1,1,1,0.8419167995452881,Monosemous-Shared
fauna,fauna,es,1,1,1,0.9999999403953552,Monosemous-Shared
registration,inscripción,es,1,1,1,0.6279420852661133,Monosemous-Shared
registration,registro,es,1,1,1,0.802974283695221,Monosemous-Shared
phenomenon,fenómeno,es,1,1,1,0.9729703664779663,Monosemous-Shared
acquisition,adquisición,es,1,4,1,0.9371228814125061,Polysemous-Partial
interchange,intercambio,es,1,1,1,0.7389422059059143,Monosemous-Shared
coup,golpe,es,1,2,0,0.6959837079048157,Polysemous-Partial
feat,hazaña,es,1,2,1,0.38963639736175537,Polysemous-Partial
substance,sustancia,es,2,3,2,0.901882529258728,Polysemous-Partial
substance,substancia,es,2,1,1,0.9214040637016296,Polysemous-Partial
conquest,conquista,es,2,2,2,0.7953143119812012,Polysemous-Full
trick,truco,es,1,1,1,0.5627690553665161,Monosemous-Shared
retreat,retirada,es,3,4,1,0.8398663997650146,Polysemous-Partial
assumption,asunción,es,2,1,1,0.5026928782463074,Polysemous-Partial
acceptance,aceptación,es,1,2,1,0.9679570198059082,Polysemous-Partial
adoption,adopción,es,1,1,1,0.9791131615638733,Monosemous-Shared
jumping,salto,es,1,3,1,0.9140798449516296,Polysemous-Partial
quantity,cantidad,es,1,1,1,0.8634305000305176,Monosemous-Shared
beast,bestia,es,1,1,1,0.934849202632904,Monosemous-Shared
enrollment,inscripción,es,1,1,1,0.6745163202285767,Monosemous-Shared
withdrawal,retirada,es,1,4,1,0.8301122188568115,Polysemous-Partial
creature,criatura,es,1,1,1,0.9288508296012878,Monosemous-Shared
buying,compra,es,1,3,1,0.9513369202613831,Polysemous-Partial
oversight,descuido,es,1,2,0,0.4859158992767334,Polysemous-Partial
reformation,reforma,es,1,1,1,0.5803108215332031,Monosemous-Shared
